"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X281.3",4,2,"259","8","97c1.c.aa.2"," 733.283","1","2","W12 0uq","4"," 0"," 0","2"," 0"," 0","2","4","   0"," 9","70",NA," 1","10","10"," 9"," 9"," 9"," 9"," 9","3","3","1","0","1","5","4500"," 8","259","1",1,1,1,1100,275,0,0,0,50,40,2.5,10,90,5,1
"X282",1,2,"315","8","9f.8b.f7a.8"," 539.153","1","3","GU22 8xl","1"," 1"," 2","4"," 1"," 3","1","0","   0"," 1"," 1",NA," 1"," 8"," 7"," 8"," 7"," 9","10","10","3","3","0","0","1","5","2500","10","315","1",1,1,1,1101,276,0,0,0,5,10,1,10,90,2.5,1
"X282.1",2,2,"315","8","9f.8b.f7a.8"," 539.153","1","3","GU22 8xl","1"," 1"," 2","4"," 1"," 3","1","0","   0"," 1"," 1",NA," 1"," 8"," 7"," 8"," 7"," 9","10","10","3","3","0","0","1","5","2500","10","315","1",1,1,1,1102,276,0,0,0,10,40,5,50,10,0.5,1
"X282.2",3,3,"315","8","9f.8b.f7a.8"," 539.153","1","3","GU22 8xl","1"," 1"," 2","4"," 1"," 3","1","0","   0"," 1"," 1",NA," 1"," 8"," 7"," 8"," 7"," 9","10","10","3","3","0","0","1","5","2500","10","315","1",1,1,1,1103,276,0,0,0,50,40,1,5,10,0.5,1
"X282.3",4,2,"315","8","9f.8b.f7a.8"," 539.153","1","3","GU22 8xl","1"," 1"," 2","4"," 1"," 3","1","0","   0"," 1"," 1",NA," 1"," 8"," 7"," 8"," 7"," 9","10","10","3","3","0","0","1","5","2500","10","315","1",1,1,1,1104,276,0,0,0,10,10,0.5,50,40,1,1
"X283",1,1,"302","8","9bbc.6.7b.2"," 591.062","0","1","BT100EW","1"," 2"," 4","1"," 3"," 4","2","4"," 300"," 3","10"," 1",NA,"11"," 8"," 8"," 7"," 9","11","11","3","3","1","0","0","4","1750"," 8","302","1",1,1,1,1105,277,0,0,0,50,10,1,5,40,5,1
"X283.1",2,2,"302","8","9bbc.6.7b.2"," 591.062","0","1","BT100EW","1"," 2"," 4","1"," 3"," 4","2","4"," 300"," 3","10"," 1",NA,"11"," 8"," 8"," 7"," 9","11","11","3","3","1","0","0","4","1750"," 8","302","1",1,1,1,1106,277,0,0,0,5,90,2.5,10,10,0.5,1
"X283.2",3,3,"302","8","9bbc.6.7b.2"," 591.062","0","1","BT100EW","1"," 2"," 4","1"," 3"," 4","2","4"," 300"," 3","10"," 1",NA,"11"," 8"," 8"," 7"," 9","11","11","3","3","1","0","0","4","1750"," 8","302","1",1,1,1,1107,277,0,0,0,50,90,2.5,5,40,1,1
"X283.3",4,3,"302","8","9bbc.6.7b.2"," 591.062","0","1","BT100EW","1"," 2"," 4","1"," 3"," 4","2","4"," 300"," 3","10"," 1",NA,"11"," 8"," 8"," 7"," 9","11","11","3","3","1","0","0","4","1750"," 8","302","1",1,1,1,1108,277,0,0,0,50,40,2.5,10,90,5,1
"X284",1,2,"355","8","42.a.d580.b"," 202.149","0","1","le12 4sl","1"," 4"," 2","2"," 3"," 2","1","0"," 200"," 4","20"," 2",NA," 7"," 7"," 6"," 6"," 7"," 4"," 6","3","4","0","0","1","4","2250"," 8","355","0",1,1,1,1109,278,0,0,0,5,10,1,10,90,2.5,1
"X284.1",2,3,"355","8","42.a.d580.b"," 202.149","0","1","le12 4sl","1"," 4"," 2","2"," 3"," 2","1","0"," 200"," 4","20"," 2",NA," 7"," 7"," 6"," 6"," 7"," 4"," 6","3","4","0","0","1","4","2250"," 8","355","0",1,1,1,1110,278,0,0,0,10,40,5,50,10,0.5,1
"X284.2",3,2,"355","8","42.a.d580.b"," 202.149","0","1","le12 4sl","1"," 4"," 2","2"," 3"," 2","1","0"," 200"," 4","20"," 2",NA," 7"," 7"," 6"," 6"," 7"," 4"," 6","3","4","0","0","1","4","2250"," 8","355","0",1,1,1,1111,278,0,0,0,50,40,1,5,10,0.5,1
"X284.3",4,1,"355","8","42.a.d580.b"," 202.149","0","1","le12 4sl","1"," 4"," 2","2"," 3"," 2","1","0"," 200"," 4","20"," 2",NA," 7"," 7"," 6"," 6"," 7"," 4"," 6","3","4","0","0","1","4","2250"," 8","355","0",1,1,1,1112,278,0,0,0,10,10,0.5,50,40,1,1
"X285",1,3,"235","8","14.8.7fd0.d"," 969.855","1","3","N7 0SE","1"," 5"," 5","2"," 5"," 5","2","4"," 400"," 4","20"," 1",NA,"11"," 8","11"," 8","11","11","11","4","4","1","0","1","5","1750","10","235","1",1,1,1,1113,279,0,0,0,50,10,1,5,40,5,1
"X285.1",2,2,"235","8","14.8.7fd0.d"," 969.855","1","3","N7 0SE","1"," 5"," 5","2"," 5"," 5","2","4"," 400"," 4","20"," 1",NA,"11"," 8","11"," 8","11","11","11","4","4","1","0","1","5","1750","10","235","1",1,1,1,1114,279,0,0,0,5,90,2.5,10,10,0.5,1
"X285.2",3,2,"235","8","14.8.7fd0.d"," 969.855","1","3","N7 0SE","1"," 5"," 5","2"," 5"," 5","2","4"," 400"," 4","20"," 1",NA,"11"," 8","11"," 8","11","11","11","4","4","1","0","1","5","1750","10","235","1",1,1,1,1115,279,0,0,0,50,90,2.5,5,40,1,1
"X285.3",4,3,"235","8","14.8.7fd0.d"," 969.855","1","3","N7 0SE","1"," 5"," 5","2"," 5"," 5","2","4"," 400"," 4","20"," 1",NA,"11"," 8","11"," 8","11","11","11","4","4","1","0","1","5","1750","10","235","1",1,1,1,1116,279,0,0,0,50,40,2.5,10,90,5,1
"X286",1,3,"322","8","ac.d6.dcb.2"," 517.887","1","5","G52 3HH","1"," 4"," 4","2"," 4"," 3","2","4"," 200"," 8","60"," 1",NA,"10","10","10","10","11","10","10","3","3","1","0","1","3","5000","10","322","1",1,1,1,1117,280,0,0,0,50,10,1,5,40,5,1
"X286.1",2,2,"322","8","ac.d6.dcb.2"," 517.887","1","5","G52 3HH","1"," 4"," 4","2"," 4"," 3","2","4"," 200"," 8","60"," 1",NA,"10","10","10","10","11","10","10","3","3","1","0","1","3","5000","10","322","1",1,1,1,1118,280,0,0,0,5,90,2.5,10,10,0.5,1
"X286.2",3,2,"322","8","ac.d6.dcb.2"," 517.887","1","5","G52 3HH","1"," 4"," 4","2"," 4"," 3","2","4"," 200"," 8","60"," 1",NA,"10","10","10","10","11","10","10","3","3","1","0","1","3","5000","10","322","1",1,1,1,1119,280,0,0,0,50,90,2.5,5,40,1,1
"X286.3",4,3,"322","8","ac.d6.dcb.2"," 517.887","1","5","G52 3HH","1"," 4"," 4","2"," 4"," 3","2","4"," 200"," 8","60"," 1",NA,"10","10","10","10","11","10","10","3","3","1","0","1","3","5000","10","322","1",1,1,1,1120,280,0,0,0,50,40,2.5,10,90,5,1
"X287",1,2,"329","8","8e09.b2.a.6"," 424.568","0","3","S40 4lh","2"," 3"," 2","2"," 1"," 1","1","0"," 200"," 4","20"," 1",NA," 9"," 8"," 7"," 6"," 9"," 9"," 9","4","4","0","1","1","4","1250"," 9","329","1",1,1,1,1121,281,0,0,0,5,10,1,10,90,2.5,1
"X287.1",2,3,"329","8","8e09.b2.a.6"," 424.568","0","3","S40 4lh","2"," 3"," 2","2"," 1"," 1","1","0"," 200"," 4","20"," 1",NA," 9"," 8"," 7"," 6"," 9"," 9"," 9","4","4","0","1","1","4","1250"," 9","329","1",1,1,1,1122,281,0,0,0,10,40,5,50,10,0.5,1
"X287.2",3,3,"329","8","8e09.b2.a.6"," 424.568","0","3","S40 4lh","2"," 3"," 2","2"," 1"," 1","1","0"," 200"," 4","20"," 1",NA," 9"," 8"," 7"," 6"," 9"," 9"," 9","4","4","0","1","1","4","1250"," 9","329","1",1,1,1,1123,281,0,0,0,50,40,1,5,10,0.5,1
"X287.3",4,2,"329","8","8e09.b2.a.6"," 424.568","0","3","S40 4lh","2"," 3"," 2","2"," 1"," 1","1","0"," 200"," 4","20"," 1",NA," 9"," 8"," 7"," 6"," 9"," 9"," 9","4","4","0","1","1","4","1250"," 9","329","1",1,1,1,1124,281,0,0,0,10,10,0.5,50,40,1,1
"X288",1,3,"350","8","90.2.69c8.d"," 251.231","0","4","Ls27 9jh","1"," 3"," 3","3"," 1"," 1","1","0"," 200"," 7","50"," 2",NA,"11"," 9","10"," 8"," 7"," 8"," 8","3","3","1","0","1","5"," 750","10","350","0",1,1,1,1125,282,0,0,0,5,10,1,10,90,2.5,1
"X288.1",2,2,"350","8","90.2.69c8.d"," 251.231","0","4","Ls27 9jh","1"," 3"," 3","3"," 1"," 1","1","0"," 200"," 7","50"," 2",NA,"11"," 9","10"," 8"," 7"," 8"," 8","3","3","1","0","1","5"," 750","10","350","0",1,1,1,1126,282,0,0,0,10,40,5,50,10,0.5,1
"X288.2",3,2,"350","8","90.2.69c8.d"," 251.231","0","4","Ls27 9jh","1"," 3"," 3","3"," 1"," 1","1","0"," 200"," 7","50"," 2",NA,"11"," 9","10"," 8"," 7"," 8"," 8","3","3","1","0","1","5"," 750","10","350","0",1,1,1,1127,282,0,0,0,50,40,1,5,10,0.5,1
"X288.3",4,3,"350","8","90.2.69c8.d"," 251.231","0","4","Ls27 9jh","1"," 3"," 3","3"," 1"," 1","1","0"," 200"," 7","50"," 2",NA,"11"," 9","10"," 8"," 7"," 8"," 8","3","3","1","0","1","5"," 750","10","350","0",1,1,1,1128,282,0,0,0,10,10,0.5,50,40,1,1
"X289",1,1,"284","8","97ce.6.58.8"," 672.039","1","4","EN1 3SF","1"," 3"," 2","2"," 2"," 2","2","4"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","0","1","0","5","1250"," 8","284","1",1,1,1,1129,283,0,0,0,50,10,1,5,40,5,1
"X289.1",2,2,"284","8","97ce.6.58.8"," 672.039","1","4","EN1 3SF","1"," 3"," 2","2"," 2"," 2","2","4"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","0","1","0","5","1250"," 8","284","1",1,1,1,1130,283,0,0,0,5,90,2.5,10,10,0.5,1
"X289.2",3,3,"284","8","97ce.6.58.8"," 672.039","1","4","EN1 3SF","1"," 3"," 2","2"," 2"," 2","2","4"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","0","1","0","5","1250"," 8","284","1",1,1,1,1131,283,0,0,0,50,90,2.5,5,40,1,1
"X289.3",4,3,"284","8","97ce.6.58.8"," 672.039","1","4","EN1 3SF","1"," 3"," 2","2"," 2"," 2","2","4"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","0","1","0","5","1250"," 8","284","1",1,1,1,1132,283,0,0,0,50,40,2.5,10,90,5,1
"X290",1,3,"358","8","9.7f.07b2.2"," 190.546","0","3","Eh7 4lx","1","-1","-2","3","-2","-1","2","4"," 300"," 8","60"," 1",NA," 9"," 7"," 8"," 6"," 7"," 7"," 6","5","5","1","0","1","5","4500"," 9","358","1",1,1,1,1133,284,0,0,0,50,10,1,5,40,5,1
"X290.1",2,2,"358","8","9.7f.07b2.2"," 190.546","0","3","Eh7 4lx","1","-1","-2","3","-2","-1","2","4"," 300"," 8","60"," 1",NA," 9"," 7"," 8"," 6"," 7"," 7"," 6","5","5","1","0","1","5","4500"," 9","358","1",1,1,1,1134,284,0,0,0,5,90,2.5,10,10,0.5,1
"X290.2",3,2,"358","8","9.7f.07b2.2"," 190.546","0","3","Eh7 4lx","1","-1","-2","3","-2","-1","2","4"," 300"," 8","60"," 1",NA," 9"," 7"," 8"," 6"," 7"," 7"," 6","5","5","1","0","1","5","4500"," 9","358","1",1,1,1,1135,284,0,0,0,50,90,2.5,5,40,1,1
"X290.3",4,2,"358","8","9.7f.07b2.2"," 190.546","0","3","Eh7 4lx","1","-1","-2","3","-2","-1","2","4"," 300"," 8","60"," 1",NA," 9"," 7"," 8"," 6"," 7"," 7"," 6","5","5","1","0","1","5","4500"," 9","358","1",1,1,1,1136,284,0,0,0,50,40,2.5,10,90,5,1
"X291",1,3,"353","8","9.14ce.58.3"," 281.806","0","1","e13 9le","1"," 2"," 2","3","-2"," 5","2","4"," 300"," 6","40"," 1",NA,"10"," 7","11","10"," 9"," 9","10","3","3","1","0","1","4","2500","10","353","1",1,1,1,1137,285,0,0,0,50,10,1,5,40,5,1
"X291.1",2,2,"353","8","9.14ce.58.3"," 281.806","0","1","e13 9le","1"," 2"," 2","3","-2"," 5","2","4"," 300"," 6","40"," 1",NA,"10"," 7","11","10"," 9"," 9","10","3","3","1","0","1","4","2500","10","353","1",1,1,1,1138,285,0,0,0,5,90,2.5,10,10,0.5,1
"X291.2",3,3,"353","8","9.14ce.58.3"," 281.806","0","1","e13 9le","1"," 2"," 2","3","-2"," 5","2","4"," 300"," 6","40"," 1",NA,"10"," 7","11","10"," 9"," 9","10","3","3","1","0","1","4","2500","10","353","1",1,1,1,1139,285,0,0,0,50,90,2.5,5,40,1,1
"X291.3",4,3,"353","8","9.14ce.58.3"," 281.806","0","1","e13 9le","1"," 2"," 2","3","-2"," 5","2","4"," 300"," 6","40"," 1",NA,"10"," 7","11","10"," 9"," 9","10","3","3","1","0","1","4","2500","10","353","1",1,1,1,1140,285,0,0,0,50,40,2.5,10,90,5,1
"X292",1,1,"316","8","97.5e6c.9.8"," 607.979","1","1","CR05UU","3"," 2"," 2","3","-2","-3","1","0"," 400"," 2"," 5"," 1",NA,"10"," 7"," 9"," 7","10"," 9"," 9","3","3","1","1","1","4"," 250"," 9","316","1",1,1,1,1141,286,0,0,0,5,10,1,10,90,2.5,1
"X292.1",2,1,"316","8","97.5e6c.9.8"," 607.979","1","1","CR05UU","3"," 2"," 2","3","-2","-3","1","0"," 400"," 2"," 5"," 1",NA,"10"," 7"," 9"," 7","10"," 9"," 9","3","3","1","1","1","4"," 250"," 9","316","1",1,1,1,1142,286,0,0,0,10,40,5,50,10,0.5,1
"X292.2",3,3,"316","8","97.5e6c.9.8"," 607.979","1","1","CR05UU","3"," 2"," 2","3","-2","-3","1","0"," 400"," 2"," 5"," 1",NA,"10"," 7"," 9"," 7","10"," 9"," 9","3","3","1","1","1","4"," 250"," 9","316","1",1,1,1,1143,286,0,0,0,50,40,1,5,10,0.5,1
"X292.3",4,1,"316","8","97.5e6c.9.8"," 607.979","1","1","CR05UU","3"," 2"," 2","3","-2","-3","1","0"," 400"," 2"," 5"," 1",NA,"10"," 7"," 9"," 7","10"," 9"," 9","3","3","1","1","1","4"," 250"," 9","316","1",1,1,1,1144,286,0,0,0,10,10,0.5,50,40,1,1
"X293",1,2,"367","8","9.3ce.d99.7"," 200.849","0","2","Ch89jq","1"," 2"," 3","2"," 3"," 2","1","0"," 200"," 9","70"," 1",NA,"11"," 8","11","11"," 9"," 9","11","4","4","0","0","1","5","1750","10","367","1",1,1,1,1145,287,0,0,0,5,10,1,10,90,2.5,1
"X293.1",2,1,"367","8","9.3ce.d99.7"," 200.849","0","2","Ch89jq","1"," 2"," 3","2"," 3"," 2","1","0"," 200"," 9","70"," 1",NA,"11"," 8","11","11"," 9"," 9","11","4","4","0","0","1","5","1750","10","367","1",1,1,1,1146,287,0,0,0,10,40,5,50,10,0.5,1
"X293.2",3,1,"367","8","9.3ce.d99.7"," 200.849","0","2","Ch89jq","1"," 2"," 3","2"," 3"," 2","1","0"," 200"," 9","70"," 1",NA,"11"," 8","11","11"," 9"," 9","11","4","4","0","0","1","5","1750","10","367","1",1,1,1,1147,287,0,0,0,50,40,1,5,10,0.5,1
"X293.3",4,2,"367","8","9.3ce.d99.7"," 200.849","0","2","Ch89jq","1"," 2"," 3","2"," 3"," 2","1","0"," 200"," 9","70"," 1",NA,"11"," 8","11","11"," 9"," 9","11","4","4","0","0","1","5","1750","10","367","1",1,1,1,1148,287,0,0,0,10,10,0.5,50,40,1,1
"X294",1,3,"324","8","91.8b9e.3.d"," 563.037","1","4","B31 3te","2","-3","-3","4","-2","-1","1","0"," 300"," 7","50"," 1",NA," 9"," 3"," 4"," 2"," 6"," 6"," 6","2","2","0","0","0","5","2750"," 9","324","1",1,1,1,1149,288,0,0,0,5,10,1,10,90,2.5,1
"X294.1",2,3,"324","8","91.8b9e.3.d"," 563.037","1","4","B31 3te","2","-3","-3","4","-2","-1","1","0"," 300"," 7","50"," 1",NA," 9"," 3"," 4"," 2"," 6"," 6"," 6","2","2","0","0","0","5","2750"," 9","324","1",1,1,1,1150,288,0,0,0,10,40,5,50,10,0.5,1
"X294.2",3,2,"324","8","91.8b9e.3.d"," 563.037","1","4","B31 3te","2","-3","-3","4","-2","-1","1","0"," 300"," 7","50"," 1",NA," 9"," 3"," 4"," 2"," 6"," 6"," 6","2","2","0","0","0","5","2750"," 9","324","1",1,1,1,1151,288,0,0,0,50,40,1,5,10,0.5,1
"X294.3",4,3,"324","8","91.8b9e.3.d"," 563.037","1","4","B31 3te","2","-3","-3","4","-2","-1","1","0"," 300"," 7","50"," 1",NA," 9"," 3"," 4"," 2"," 6"," 6"," 6","2","2","0","0","0","5","2750"," 9","324","1",1,1,1,1152,288,0,0,0,10,10,0.5,50,40,1,1
"X295",1,2,"373","8","9b85.e5.6.3"," 214.665","0","6","LN7 6BX","1"," 5"," 2","1"," 3"," 2","2","4"," 400"," 2"," 5"," 1",NA," 9"," 6","11"," 9","11","11","11","3","3","0","1","1","5","3500","10","373","1",1,1,1,1153,289,0,0,0,50,10,1,5,40,5,1
"X295.1",2,2,"373","8","9b85.e5.6.3"," 214.665","0","6","LN7 6BX","1"," 5"," 2","1"," 3"," 2","2","4"," 400"," 2"," 5"," 1",NA," 9"," 6","11"," 9","11","11","11","3","3","0","1","1","5","3500","10","373","1",1,1,1,1154,289,0,0,0,5,90,2.5,10,10,0.5,1
"X295.2",3,2,"373","8","9b85.e5.6.3"," 214.665","0","6","LN7 6BX","1"," 5"," 2","1"," 3"," 2","2","4"," 400"," 2"," 5"," 1",NA," 9"," 6","11"," 9","11","11","11","3","3","0","1","1","5","3500","10","373","1",1,1,1,1155,289,0,0,0,50,90,2.5,5,40,1,1
"X295.3",4,3,"373","8","9b85.e5.6.3"," 214.665","0","6","LN7 6BX","1"," 5"," 2","1"," 3"," 2","2","4"," 400"," 2"," 5"," 1",NA," 9"," 6","11"," 9","11","11","11","3","3","0","1","1","5","3500","10","373","1",1,1,1,1156,289,0,0,0,50,40,2.5,10,90,5,1
"X296",1,3,"285","8","1.487f.e9.3"," 766.507","0","2","TR60HP","1"," 2"," 4","2"," 0"," 1","1","0"," 200"," 5","30"," 1",NA,"11"," 9","10"," 7"," 9","10","11","4","4","1","0","1","5"," 750"," 8","285","1",1,1,1,1157,290,0,0,0,5,10,1,10,90,2.5,1
"X296.1",2,2,"285","8","1.487f.e9.3"," 766.507","0","2","TR60HP","1"," 2"," 4","2"," 0"," 1","1","0"," 200"," 5","30"," 1",NA,"11"," 9","10"," 7"," 9","10","11","4","4","1","0","1","5"," 750"," 8","285","1",1,1,1,1158,290,0,0,0,10,40,5,50,10,0.5,1
"X296.2",3,2,"285","8","1.487f.e9.3"," 766.507","0","2","TR60HP","1"," 2"," 4","2"," 0"," 1","1","0"," 200"," 5","30"," 1",NA,"11"," 9","10"," 7"," 9","10","11","4","4","1","0","1","5"," 750"," 8","285","1",1,1,1,1159,290,0,0,0,50,40,1,5,10,0.5,1
"X296.3",4,3,"285","8","1.487f.e9.3"," 766.507","0","2","TR60HP","1"," 2"," 4","2"," 0"," 1","1","0"," 200"," 5","30"," 1",NA,"11"," 9","10"," 7"," 9","10","11","4","4","1","0","1","5"," 750"," 8","285","1",1,1,1,1160,290,0,0,0,10,10,0.5,50,40,1,1
"X297",1,2,"326","8","4.ed5.878.f"," 557.739","0","2","Tn38 9qe","1"," 5"," 3","2"," 3"," 5","1","0"," 500"," 3","10"," 1",NA," 9"," 9","11","10","10","11","11","3","4","1","0","0","5","2500","10","326","1",1,1,1,1161,291,0,0,0,5,10,1,10,90,2.5,1
"X297.1",2,1,"326","8","4.ed5.878.f"," 557.739","0","2","Tn38 9qe","1"," 5"," 3","2"," 3"," 5","1","0"," 500"," 3","10"," 1",NA," 9"," 9","11","10","10","11","11","3","4","1","0","0","5","2500","10","326","1",1,1,1,1162,291,0,0,0,10,40,5,50,10,0.5,1
"X297.2",3,3,"326","8","4.ed5.878.f"," 557.739","0","2","Tn38 9qe","1"," 5"," 3","2"," 3"," 5","1","0"," 500"," 3","10"," 1",NA," 9"," 9","11","10","10","11","11","3","4","1","0","0","5","2500","10","326","1",1,1,1,1163,291,0,0,0,50,40,1,5,10,0.5,1
"X297.3",4,2,"326","8","4.ed5.878.f"," 557.739","0","2","Tn38 9qe","1"," 5"," 3","2"," 3"," 5","1","0"," 500"," 3","10"," 1",NA," 9"," 9","11","10","10","11","11","3","4","1","0","0","5","2500","10","326","1",1,1,1,1164,291,0,0,0,10,10,0.5,50,40,1,1
"X298",1,2,"299","8","8.c2e.058.d"," 760.314","1","2","L15 8LZ","1"," 2"," 3","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"10"," 8"," 9"," 7"," 8"," 9","10","4","3","1","0","1","5","3500","10","299","1",1,1,1,1165,292,0,0,0,50,10,1,5,40,5,1
"X298.1",2,2,"299","8","8.c2e.058.d"," 760.314","1","2","L15 8LZ","1"," 2"," 3","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"10"," 8"," 9"," 7"," 8"," 9","10","4","3","1","0","1","5","3500","10","299","1",1,1,1,1166,292,0,0,0,5,90,2.5,10,10,0.5,1
"X298.2",3,2,"299","8","8.c2e.058.d"," 760.314","1","2","L15 8LZ","1"," 2"," 3","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"10"," 8"," 9"," 7"," 8"," 9","10","4","3","1","0","1","5","3500","10","299","1",1,1,1,1167,292,0,0,0,50,90,2.5,5,40,1,1
"X298.3",4,3,"299","8","8.c2e.058.d"," 760.314","1","2","L15 8LZ","1"," 2"," 3","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"10"," 8"," 9"," 7"," 8"," 9","10","4","3","1","0","1","5","3500","10","299","1",1,1,1,1168,292,0,0,0,50,40,2.5,10,90,5,1
"X299",1,3,"359","8","95.0e3.7f.5"," 313.435","0","2","Ts176BQ","1"," 2"," 3","2"," 3"," 3","1","0"," 300"," 8","60"," 1",NA,"11","11"," 9"," 9"," 9"," 9","10","4","3","0","0","0","5","3500"," 8","359","1",1,1,1,1169,293,0,0,0,5,10,1,10,90,2.5,1
"X299.1",2,1,"359","8","95.0e3.7f.5"," 313.435","0","2","Ts176BQ","1"," 2"," 3","2"," 3"," 3","1","0"," 300"," 8","60"," 1",NA,"11","11"," 9"," 9"," 9"," 9","10","4","3","0","0","0","5","3500"," 8","359","1",1,1,1,1170,293,0,0,0,10,40,5,50,10,0.5,1
"X299.2",3,3,"359","8","95.0e3.7f.5"," 313.435","0","2","Ts176BQ","1"," 2"," 3","2"," 3"," 3","1","0"," 300"," 8","60"," 1",NA,"11","11"," 9"," 9"," 9"," 9","10","4","3","0","0","0","5","3500"," 8","359","1",1,1,1,1171,293,0,0,0,50,40,1,5,10,0.5,1
"X299.3",4,2,"359","8","95.0e3.7f.5"," 313.435","0","2","Ts176BQ","1"," 2"," 3","2"," 3"," 3","1","0"," 300"," 8","60"," 1",NA,"11","11"," 9"," 9"," 9"," 9","10","4","3","0","0","0","5","3500"," 8","359","1",1,1,1,1172,293,0,0,0,10,10,0.5,50,40,1,1
"X300",1,1,"380","8","c354.a.59.9"," 245.190","0","1","CB11 4QU","1"," 2"," 2","3"," 1"," 3","2","4","   0"," 6","40",NA," 1"," 9"," 8"," 7"," 6"," 7"," 8"," 9","4","3","0","0","1","4","2500","10","380","1",1,1,1,1173,294,0,0,0,50,10,1,5,40,5,1
"X300.1",2,2,"380","8","c354.a.59.9"," 245.190","0","1","CB11 4QU","1"," 2"," 2","3"," 1"," 3","2","4","   0"," 6","40",NA," 1"," 9"," 8"," 7"," 6"," 7"," 8"," 9","4","3","0","0","1","4","2500","10","380","1",1,1,1,1174,294,0,0,0,5,90,2.5,10,10,0.5,1
"X300.2",3,1,"380","8","c354.a.59.9"," 245.190","0","1","CB11 4QU","1"," 2"," 2","3"," 1"," 3","2","4","   0"," 6","40",NA," 1"," 9"," 8"," 7"," 6"," 7"," 8"," 9","4","3","0","0","1","4","2500","10","380","1",1,1,1,1175,294,0,0,0,50,90,2.5,5,40,1,1
"X300.3",4,3,"380","8","c354.a.59.9"," 245.190","0","1","CB11 4QU","1"," 2"," 2","3"," 1"," 3","2","4","   0"," 6","40",NA," 1"," 9"," 8"," 7"," 6"," 7"," 8"," 9","4","3","0","0","1","4","2500","10","380","1",1,1,1,1176,294,0,0,0,50,40,2.5,10,90,5,1
"X301",1,3,"276","8","9.74.1c30.0"," 844.321","0","4","PO9 1SS","1"," 5"," 5","1"," 5"," 5","2","4"," 800"," 4","20"," 1",NA,"11","11","11","11","11","11","11","3","3","0","1","1","5","2250","10","276","1",1,1,1,1177,295,0,0,0,50,10,1,5,40,5,1
"X301.1",2,2,"276","8","9.74.1c30.0"," 844.321","0","4","PO9 1SS","1"," 5"," 5","1"," 5"," 5","2","4"," 800"," 4","20"," 1",NA,"11","11","11","11","11","11","11","3","3","0","1","1","5","2250","10","276","1",1,1,1,1178,295,0,0,0,5,90,2.5,10,10,0.5,1
"X301.2",3,2,"276","8","9.74.1c30.0"," 844.321","0","4","PO9 1SS","1"," 5"," 5","1"," 5"," 5","2","4"," 800"," 4","20"," 1",NA,"11","11","11","11","11","11","11","3","3","0","1","1","5","2250","10","276","1",1,1,1,1179,295,0,0,0,50,90,2.5,5,40,1,1
"X301.3",4,3,"276","8","9.74.1c30.0"," 844.321","0","4","PO9 1SS","1"," 5"," 5","1"," 5"," 5","2","4"," 800"," 4","20"," 1",NA,"11","11","11","11","11","11","11","3","3","0","1","1","5","2250","10","276","1",1,1,1,1180,295,0,0,0,50,40,2.5,10,90,5,1
"X302",1,3,"360","8","992.b.0eb.b"," 318.826","0","1","AB30 1BT","1"," 4"," 1","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","4","2500"," 8","360","1",1,1,1,1181,296,0,0,0,50,10,1,5,40,5,1
"X302.1",2,2,"360","8","992.b.0eb.b"," 318.826","0","1","AB30 1BT","1"," 4"," 1","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","4","2500"," 8","360","1",1,1,1,1182,296,0,0,0,5,90,2.5,10,10,0.5,1
"X302.2",3,2,"360","8","992.b.0eb.b"," 318.826","0","1","AB30 1BT","1"," 4"," 1","2"," 1"," 1","2","4"," 300"," 9","70"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","4","2500"," 8","360","1",1,1,1,1183,296,0,0,0,50,90,2.5,5,40,1,1
