"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"494",494,507,683.001,1,6,1,5,5,2,4,5,300,7,50,1,NA,2,4,11,10,11,10,11,11,11,4,5,0,1,1,5,4500,10,507,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0111733005981252,5,4,6,0.0625,150.123343578488,494,-0.0509210732633387,0.0915938299835497,494,1.41641015323742,0.573058876672759,494,0.526989935714904,0.0229893908337046,494,-0.788720650365323,0.401984208780143,494,-1.89028515111105,0.199914839881814,0
"495",495,546,482.466,0,4,1,5,5,2,5,4,500,6,40,1,NA,1,0,1,1,9,9,7,7,7,3,3,0,0,0,5,5000,10,546,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00803217169726427,5,4,6,0.0625,150.841458852622,495,-1.27469028017391,1.38699082058643,495,1.39183011696061,0.561678817882218,495,0.528738483509179,0.0219804181738815,495,-0.957878992238382,0.419194516866758,495,-1.93359700402378,0.198951413554793,0
"496",496,571,360.215,0,4,3,2,1,2,1,2,400,9,70,2,NA,2,4,10,7,10,6,7,8,8,3,3,0,0,1,5,3500,10,571,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0202027073175195,1,0,2,0.0625,85.2704140238114,496,-2.66736983731121,1.54448462790673,496,1.41835107594454,0.567537569528563,496,0.522730982766911,0.0205299500035836,496,-0.942081914201514,0.378048864010661,496,-1.82573141417879,0.188476328625872,0
"497",497,563,401.505,0,4,1,3,3,2,3,4,400,5,30,1,NA,1,0,9,7,9,7,9,10,11,3,3,1,0,1,5,3500,5,563,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00860837453660016,3,2,4,0.0625,117.869972120239,497,-0.18507674105342,0.310651991395647,497,1.378499809418,0.578381759550492,497,0.525938697072727,0.0215390750846696,497,-0.774747158487019,0.422941968855935,497,-1.88144364384746,0.201024379274186,0
"498",498,570,375.922,0,4,1,3,2,2,2,4,300,7,50,1,NA,1,0,10,7,8,5,7,9,9,4,3,1,0,1,5,750,4,570,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0689928714869514,2,1,3,0.0625,90.1157815270161,498,-0.420119239899868,0.558036783143412,498,1.45301748178787,0.555967571157862,498,0.5271961034192,0.0220507371111679,498,-0.734379897532341,0.406520623018314,498,-1.8858863448865,0.190963848620853,0
"499",499,452,941.951,0,4,5,2,3,3,1,1,0,4,20,NA,2,1,0,8,2,11,9,9,11,11,3,3,0,0,0,4,750,9,452,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0270286723879193,3,0,6,0.5625,111.034404671586,499,-1.9537546179963,1.03510486851891,499,1.76704005529733,0.55292513892325,499,0.528393432989591,0.0205008404394097,499,-0.601420818927015,0.379785098355185,499,-1.94307055677771,0.194406168338081,0
"500",500,516,668.253,0,3,1,5,5,1,5,5,200,5,30,1,NA,1,0,9,6,11,10,10,10,11,3,3,0,1,1,4,2750,10,516,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0109690313705739,5,5,5,0,150.556366901262,500,-0.307447802610315,0.516178751309416,500,1.34675950127516,0.612610124369462,500,0.52658642541369,0.0214796835600724,500,-0.826745055854052,0.412401914997422,500,-1.89581354671822,0.199001866737907,0
"501",501,515,679.394,0,2,1,5,5,1,5,5,500,3,10,2,NA,1,0,11,10,11,11,11,11,11,3,3,0,0,0,1,750,10,515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0134230203321407,5,5,5,0,149.995483535084,501,-49.5205318502748,116.04476224555,501,1.61146356889772,0.600691694882922,501,0.524070737510208,0.0201050242657262,501,-0.680156564326723,0.329182179885571,501,-1.86292851995659,0.19152997555566,0
"502",502,576,360.377,0,6,1,3,4,1,0,1,300,2,5,2,NA,1,0,9,8,8,9,9,8,8,3,3,0,0,1,3,3500,9,576,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00142959280959443,4,4,4,0,136.436723356863,502,-1.03112565636747,0.943460150853391,502,1.4367362184849,0.577260195386084,502,0.524988149215721,0.0226079760994562,502,-0.689738617542535,0.39752625793895,502,-1.85394552048223,0.192431849824294,0
"503",503,465,907.463,0,4,1,1,1,2,1,1,0,8,60,NA,2,2,4,9,7,7,5,6,7,7,3,3,0,1,0,5,5000,10,465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0120725812342692,1,0,2,0.0625,86.842295329912,503,-52.8467242749251,141.30309922594,503,1.45524089947013,0.557971027637244,503,0.524467675339319,0.0200222598137113,503,-0.690113561536305,0.358982177838561,503,-1.84491530398734,0.198572333262502,0
"504",504,558,463.14,0,2,3,2,3,2,2,4,600,6,40,1,NA,1,0,11,8,11,9,10,10,11,4,4,1,0,1,5,2500,10,558,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0161293819298836,3,2,4,0.0625,116.249547662868,504,-0.196378956276273,0.308522950155461,504,1.38430199165691,0.60075206591862,504,0.526312647447869,0.0205803862397958,504,-0.756006090236968,0.389387763574171,504,-1.88938492622596,0.204538560026089,0
"505",505,488,817.813,0,5,1,-1,1,2,2,1,200,3,10,1,NA,2,4,8,5,6,3,7,8,8,4,3,1,0,1,3,1250,10,488,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00803217169726427,1,0,2,0.0625,87.6278228208981,505,-0.655571405194338,0.709889867354896,505,1.42742522188056,0.583981050687593,505,0.525215195947443,0.0213246874903127,505,-0.894488594142834,0.413305288398925,505,-1.89515559866429,0.184274595937725,0
"506",506,539,598.483,1,5,1,5,5,2,5,5,600,4,20,1,NA,1,0,9,8,10,10,11,11,11,3,3,0,0,1,4,3500,10,539,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,5,4,6,0.0625,151.36801309462,506,-0.0679877656713142,0.119145350317393,506,1.46571072539687,0.591392553230057,506,0.526813646383405,0.0224368658259303,506,-0.814950440554157,0.410489574045209,506,-1.88415381310739,0.19667537377586,0
"507",507,554,499.159,0,4,1,2,0,3,0,0,200,10,80,2,NA,1,0,11,9,11,7,8,10,11,3,3,1,1,0,5,2250,10,554,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0362030486639606,0,-3,3,0.5625,66.427066699802,507,-0.284129974807088,0.429976866782891,507,1.36744060627112,0.555444310952519,507,0.527352174599636,0.0219651173348274,507,-0.812959500446505,0.413343713137476,507,-1.89186726574483,0.202915406722711,0
"508",508,552,527.466,0,3,1,2,1,2,3,3,300,5,30,1,NA,1,0,9,8,9,8,8,9,9,3,3,0,0,1,5,1750,8,552,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.017291497110061,1,0,2,0.0625,85.8319135237009,508,-0.201794192510445,0.332176866793212,508,1.41846704909532,0.595695607250669,508,0.52526548515388,0.0223618219629756,508,-0.804699486545781,0.395600915686603,508,-1.88228490168556,0.196431189933365,0
"509",509,480,871.02,0,4,1,2,3,1,3,4,500,5,30,2,NA,1,0,4,4,8,8,9,9,10,1,3,0,0,0,5,2250,8,480,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0134230203321407,3,3,3,0,117.196001538715,509,-0.450415888026683,0.569020563193777,509,1.46046200190345,0.57792249478926,509,0.527894580637949,0.0225959769617381,509,-0.714183149623331,0.397797414220904,509,-1.87299644748602,0.187280628370091,0
"510",510,609,209.469,0,1,3,2,5,1,5,4,600,3,10,1,NA,1,0,10,9,9,9,10,11,11,3,3,1,0,1,4,1750,10,609,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00573067470898498,5,5,5,0,151.754909565933,510,-0.186807858969012,0.298894429861455,510,1.40720679824047,0.563568616743714,510,0.526975644722248,0.0221482748377676,510,-0.772764915739421,0.424733599013009,510,-1.88085819105228,0.198477102143078,0
"511",511,561,485.284,1,4,3,3,3,3,3,3,600,1,1,2,NA,1,0,6,6,8,7,8,8,8,3,3,0,0,1,2,2500,10,561,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.000400080021339691,3,0,6,0.5625,116.724602679208,511,-0.279577010261827,0.419585030235848,511,1.40722454539983,0.572084726172439,511,0.526218583309882,0.021141915948487,511,-0.812744649482279,0.417219485098848,511,-1.88895722043467,0.199980498074471,0
"512",512,588,347.195,1,5,1,4,5,2,4,4,600,10,80,1,NA,1,0,11,10,11,11,11,11,11,3,3,0,1,1,5,1750,10,588,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0467921615067589,5,4,6,0.0625,142.026368047478,512,-0.299770751301387,0.464304854311183,512,1.38998864263849,0.608288348165042,512,0.526537616349295,0.0214795942258967,512,-0.845997683338144,0.407108173802728,512,-1.8846518894836,0.200755699943172,0
"513",513,556,527.224,0,5,1,2,2,2,3,3,600,1,1,1,NA,1,0,9,8,9,8,9,9,9,5,3,0,0,1,3,4500,10,556,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000222246917238848,2,1,3,0.0625,104.038423355279,513,-0.422404330722069,0.517689967894813,513,1.46488979666348,0.546473121268892,513,0.526456692775573,0.0229463344866541,513,-0.743154246649197,0.381813903197059,513,-1.88409077741806,0.198669228758888,0
"514",514,559,517.561,0,4,1,2,2,3,2,4,400,10,80,2,NA,2,4,8,7,9,8,8,8,8,4,3,0,0,1,5,2250,10,559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0362030486639606,2,-1,5,0.5625,93.9418391597744,514,-72.1759179407614,117.223223071486,514,1.44132334904304,0.525002722169495,514,0.529555394583862,0.0239264530371981,514,-0.66286632531583,0.38685459238552,514,-1.86030557277771,0.184537399591864,0
"515",515,603,253.768,1,5,1,3,2,2,3,4,400,2,5,1,NA,2,4,11,9,11,9,11,11,11,4,3,0,1,1,5,2250,10,603,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00222469502211116,2,1,3,0.0625,103.622981241747,515,-0.060861047601272,0.105368516569552,515,1.41607721209299,0.572474756501932,515,0.525152092538789,0.0222931593164233,515,-0.768552994081548,0.387525605434195,515,-1.87380158243288,0.202099756583529,0
"516",516,527,699.728,0,4,1,2,2,2,2,2,300,3,10,1,NA,2,4,11,10,10,9,10,10,10,3,3,0,0,1,5,4500,10,527,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00222469502211116,2,1,3,0.0625,103.622981241747,516,-0.135009696086342,0.215155352471103,516,1.42162559781961,0.599875452369723,516,0.525497464411107,0.022139011030536,516,-0.822264955057252,0.423668939447894,516,-1.88750962639193,0.199244610007794,0
"517",517,594,341.042,0,1,3,1,0,3,0,0,400,7,50,1,NA,2,4,6,6,6,6,6,6,6,3,3,1,0,0,5,2750,9,594,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0183491386681965,0,-3,3,0.5625,69.5314981701479,517,-0.253685716339815,0.366068722817656,517,1.45119019270502,0.572374146392784,517,0.526537792991776,0.0219638039328572,517,-0.822053083442163,0.415002153321796,517,-1.87384057857173,0.196398858269841,0
"518",518,597,317.734,0,5,1,4,3,2,3,3,400,10,80,1,NA,2,4,10,6,10,6,9,11,11,3,3,1,0,0,5,1750,7,597,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0467921615067589,3,2,4,0.0625,109.713203659102,518,-0.251703151685933,0.33792104128732,518,1.41997411902361,0.555364861993359,518,0.526365980583598,0.0216927677427489,518,-0.799047026924155,0.409779742306998,518,-1.87387065996193,0.199077299804554,0
"519",519,525,737.785,0,3,1,5,3,2,2,2,300,4,20,2,NA,2,4,7,1,9,9,9,9,9,3,3,0,0,0,4,1250,10,525,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0161293819298836,3,2,4,0.0625,116.249547662868,519,-0.271206267294866,0.381681761731643,519,1.45185126879912,0.582156318893227,519,0.52656830579121,0.0220227271944467,519,-0.81592592877491,0.403037731380739,519,-1.86361565422108,0.197228676574168,0
"520",520,566,507.816,1,5,1,4,4,2,4,4,500,10,80,2,NA,1,0,9,6,10,10,10,10,10,3,3,0,0,1,3,2250,10,566,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0362030486639606,4,3,5,0.0625,127.929504798866,520,-0.325756339572881,0.552170848204597,520,1.35637410325066,0.593496632157793,520,0.526320014586429,0.0219281613446089,520,-0.831906818561816,0.405163569609397,520,-1.8894550336067,0.193080945110747,0
"521",521,519,773.813,0,4,1,2,3,2,3,4,500,4,20,1,NA,2,4,2,1,8,9,9,9,9,3,3,0,0,1,4,750,10,519,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0270286723879193,3,2,4,0.0625,113.913006637394,521,-0.0619732176330418,0.104640078501531,521,1.42254651313375,0.569479550090621,521,0.526204344013365,0.0220360156401219,521,-0.79154808629699,0.412841030428622,521,-1.87785966395379,0.195655287250404,0
"522",522,296,1700.704,0,2,1,1,1,3,1,1,300,4,20,2,NA,2,4,10,9,7,8,7,8,8,3,3,0,1,0,5,1250,9,296,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0161293819298836,1,-2,4,0.5625,83.4587006190068,522,-2.81650884086984,1.75802089158402,522,1.47477330825038,0.602901617779774,522,0.520987585907266,0.0231170028959991,522,-0.976058772755558,0.40502641470384,522,-1.84793213331542,0.21807524299668,0
"523",523,590,386.27,0,4,1,3,5,2,3,5,300,6,40,1,NA,2,4,11,10,11,9,11,11,11,3,3,0,1,1,4,5000,10,590,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00803217169726427,5,4,6,0.0625,150.841458852622,523,-0.0548915832306074,0.097067046488918,523,1.44604120297687,0.578842536293562,523,0.526444617508089,0.0221744092740832,523,-0.796009508481674,0.427058170730043,523,-1.88107765172807,0.193078972508878,0
"524",524,536,702.332,0,3,1,4,5,2,2,3,300,9,70,1,NA,2,4,9,6,11,8,9,10,9,5,4,0,1,1,5,2250,9,536,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0316053394153311,5,4,6,0.0625,145.467950946185,524,-0.254646494281588,0.373519751586854,524,1.43879947537547,0.597275631494291,524,0.526139712319547,0.0216695228873548,524,-0.818056879673042,0.421422586611652,524,-1.8782065499892,0.199698220705762,0
"525",525,544,639.373,0,4,1,-2,0,4,0,0,900,1,1,1,NA,2,4,8,6,7,6,6,7,7,3,3,1,0,0,5,250,10,544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00400802139753882,0,-5,5,1.5625,67.315886616285,525,-48.2386311547974,77.0765406711802,525,1.3692103682208,0.564540968810339,525,0.529486174508296,0.0244252183391075,525,-0.713501636724838,0.38979181133773,525,-1.88772697417434,0.18671850884236,0
"526",526,579,468.714,1,4,1,5,5,1,5,5,400,8,60,1,NA,2,4,3,3,11,8,11,11,11,3,3,0,0,1,2,750,10,579,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.083381608939051,5,5,5,0,134.184508149025,526,-0.104497618456867,0.175145905700723,526,1.39817098055798,0.588677559219229,526,0.526995449648464,0.0210476495503987,526,-0.772635953132025,0.419079397295431,526,-1.901105914207,0.194262135986268,0
"527",527,619,185.202,1,1,5,5,5,1,5,5,300,4,20,1,NA,1,0,11,11,11,11,11,10,11,5,5,0,0,0,5,2250,10,619,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00892863074430132,5,5,5,0,151.023009773964,527,-0.0645490933410958,0.115588982263519,527,1.41806468427116,0.577899127832272,527,0.526534447030445,0.0233972509871147,527,-0.802192507259215,0.403426496117767,527,-1.87867258377808,0.199841764427696,0
"528",528,586,437.159,1,5,1,4,3,2,3,4,300,1,1,1,NA,1,0,10,9,10,9,10,10,10,3,3,1,1,1,5,750,9,586,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00133422301313661,3,2,4,0.0625,119.443323571676,528,-0.16410176056747,0.28553451897129,528,1.41164025592074,0.576037991986842,528,0.526563089486258,0.0229514367308382,528,-0.76349819779561,0.40907360462685,528,-1.87582916593681,0.193497912755563,0
"529",529,501,887.825,1,4,4,0,0,3,-2,1,400,10,80,1,NA,2,4,6,1,6,1,6,6,6,3,3,0,0,1,5,4500,8,501,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,0,-3,3,0.5625,69.6038482334674,529,-0.961361931191119,0.831063837892221,529,1.4142911609755,0.569362371593012,529,0.525853094518643,0.0220399638681016,529,-0.830210509559191,0.375081444345697,529,-1.84763513874869,0.202282547936669,0
"530",530,577,493.162,0,5,1,-2,-1,3,-1,-1,300,6,40,1,NA,2,4,3,1,3,1,5,6,7,3,3,0,0,1,5,3500,6,577,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0114943794257351,-1,-4,2,0.5625,58.2795547662429,530,-0.0565714063673614,0.0943752155006626,530,1.44668443188603,0.585503953248326,530,0.52494644105207,0.0214367431743563,530,-0.79163329465835,0.423814240106026,530,-1.87983188390032,0.185528903693984,0
"531",531,580,511.962,1,5,1,3,2,2,-5,5,1000,9,70,1,NA,1,0,11,8,11,8,11,11,11,3,3,0,1,1,5,750,10,580,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0979804083602038,2,1,3,0.0625,84.4793428146626,531,-0.0763984185273834,0.131398455221197,531,1.42303683041332,0.576161008399572,531,0.526897326789866,0.0225114320709553,531,-0.796229406710386,0.432229575896145,531,-1.89179247183404,0.186988948862705,0
"532",532,565,604.929,0,3,1,3,4,2,2,3,300,5,30,1,NA,2,4,10,7,9,8,9,9,10,3,2,1,1,1,3,2250,10,565,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,4,3,5,0.0625,132.981391483016,532,-0.0612866958694083,0.105998289263266,532,1.43128275594327,0.572708993905728,532,0.525290631117376,0.0219751238956204,532,-0.782637885465066,0.446189032406291,532,-1.87364873768849,0.198528364371976,0
"533",533,584,506.305,0,5,1,2,3,2,3,3,300,9,70,2,NA,2,4,8,6,8,6,9,9,9,3,3,0,0,1,1,2250,10,584,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0316053394153311,3,2,4,0.0625,112.936133655071,533,-2.67558199875578,1.65240072141224,533,1.44791998509496,0.581590703098134,533,0.526634561371769,0.0201310217745828,533,-0.942721667922559,0.384973364357995,533,-1.845128796152,0.208152699337078,0
"534",534,596,446.969,1,6,1,2,2,4,1,1,200,9,70,2,NA,1,0,5,3,6,3,5,7,7,3,3,1,0,0,3,2500,7,596,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.028399474521698,2,-3,7,1.5625,90.1216192312534,534,-0.324357099854607,0.5865600551762,534,1.35463546432476,0.598663521395299,534,0.525893385063629,0.0222176560599032,534,-0.749022286128116,0.407422616029167,534,-1.88605454240233,0.19441479269837,0
"535",535,578,559.657,1,5,1,3,2,2,2,2,400,2,5,2,NA,2,4,6,6,6,6,6,6,6,3,3,0,0,1,4,1250,10,578,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.00400802139753882,2,1,3,0.0625,103.253475977582,535,-1.93477423153155,1.14063095474368,535,1.45349341569465,0.545883929529951,535,0.524977168457364,0.0214009006769313,535,-0.654127018632789,0.343441763812718,535,-1.85571042436926,0.159868350333408,0
"536",536,575,578.639,0,6,1,4,4,2,4,5,600,4,20,2,NA,2,4,11,9,10,9,10,10,11,4,4,0,0,1,3,2500,10,575,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.00803217169726427,4,3,5,0.0625,134.183737132237,536,-0.0554697701129056,0.0930214602811096,536,1.43400813117333,0.590498228690844,536,0.526844415756448,0.0227537391634964,536,-0.758124995969347,0.408617937966515,536,-1.9051255208069,0.187954159235124,0
"537",537,564,641.69,0,4,1,2,3,2,2,1,400,4,20,1,NA,1,0,9,7,9,8,11,10,11,3,3,0,1,1,5,5000,8,564,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00400802139753882,3,2,4,0.0625,118.864309591501,537,-0.0686839707548349,0.127280251902632,537,1.39932945282441,0.612576160523281,537,0.526899624301866,0.022127357369113,537,-0.804793571305244,0.400593307442894,537,-1.88093129158179,0.200636727907604,0
"538",538,560,663.239,1,6,1,3,2,2,3,3,400,9,70,1,NA,1,0,10,9,9,9,11,11,11,5,3,0,1,1,3,1750,10,560,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0408219945202552,2,1,3,0.0625,95.7299297925156,538,-0.0746185989831226,0.127881735041386,538,1.39667969397743,0.562640014268796,538,0.526908333692948,0.0220644640220656,538,-0.83124456754609,0.419787899317215,538,-1.9023286829708,0.192587150191359,0
"539",539,573,601.564,0,2,3,2,3,2,2,1,300,6,40,2,NA,2,4,9,2,8,2,10,9,9,3,3,0,0,1,5,2250,9,573,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0179377006866673,3,2,4,0.0625,115.860916473756,539,-0.952371016747732,0.752140500621847,539,1.4411340599294,0.616908386729443,539,0.526584998385018,0.0213769448232998,539,-0.800622832955922,0.38659077972624,539,-1.83509551434034,0.199948428672388,0
