"","X","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","CVProtests","CVProtestTexts","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","ConsequentialityText","Education","Income","Understanding","FreeText","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP"
"336",342,342,8,"9f.8e2.cf.7",745.198,0,4,"BH8 0DF",1,1,0,3,0,2,2,4,200,5,30,1,NA,NA,NA,9,6,10,7,10,8,7,3,3,0,0,1,NA,2,750,9,"interesting i answered as well as i could on how i read the question",342,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0408219945202552,0,3,3,0.5625,82.5278883285441
"337",343,390,8,"9.61.b19d.b",442.796,0,5,"SL5 8LJ",1,2,2,2,2,4,1,0,400,7,50,1,NA,NA,NA,9,8,9,5,7,9,10,4,3,0,0,1,NA,3,4500,8,"None",390,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0111733005981252,2,1,1,0.0625,103.896595772671
"338",344,420,8,"93d.32b.8.d",287.164,0,1,"CF24 0SP",1,5,5,3,3,5,1,0,0,10,80,NA,1,NA,NA,11,8,11,7,9,11,11,3,3,0,0,1,NA,4,2500,9,".",420,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0325231917055601,5,3,3,0.5625,127.047275326047
"339",345,405,8,"54.bb.5c6.c",377.879,0,2,"BD13 2AX",1,4,4,2,-1,5,1,0,400,5,30,1,NA,NA,NA,11,8,10,10,10,11,11,5,3,1,1,1,NA,5,3500,10,"It was very clear.",405,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00860837453660016,4,1,1,0.0625,122.042156976538
"340",346,418,8,"148.7c7.7.8",305.315,0,3,"DY11PY",1,2,0,2,1,0,2,4,500,1,1,1,NA,NA,NA,9,7,9,8,7,8,8,4,4,0,0,1,NA,5,5000,7,"Interesting survey",418,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000200020002667045,0,1,1,0.0625,89.0864043897301
"341",347,438,8,"8.e0.cc99.9",223.008,0,2,"L36 8JW",1,2,3,2,3,3,2,4,300,8,60,1,NA,NA,NA,8,10,9,8,9,9,8,4,4,0,0,1,NA,5,3500,10,"Nil",438,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,3,1,1,0.0625,111.444055737733
"342",348,417,8,"97e.9d.12.8",317.456,0,3,"Nr12 8hg",1,2,3,2,2,1,1,0,300,1,1,1,NA,NA,NA,9,6,8,7,8,9,11,3,3,1,1,0,"Regulators would need to be swayed by a much larger group of voices",3,3500,10,"More variety between the choices of a, b or c",417,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000285755109817069,3,1,1,0.0625,114.730346782101
"343",349,338,8,"95.08.7ad.d",786.047,0,4,"B33 9QR",1,4,4,2,5,5,1,0,600,2,5,1,NA,NA,NA,11,11,11,11,11,11,11,5,5,0,1,1,NA,4,2500,10,"All good, no problems.",338,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00200200267067308,4,1,1,0.0625,123.345199931312
"344",350,400,8,"5.38d.fbb.8",437.834,0,2,"TQ125SS",1,1,1,3,0,0,1,0,800,6,40,1,NA,NA,NA,9,7,8,6,8,8,8,3,3,1,0,0,"Governments don't care what people think",5,4500,10,NA,400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00892863074430132,1,3,3,0.5625,96.4412505882817
"345",351,348,8,"9.d59.cbd.d",710.414,3,1,"Se1 9na",3,2,1,2,1,1,2,4,300,1,1,1,NA,NA,NA,6,9,7,8,9,8,6,4,3,1,0,1,NA,5,1750,7,"Na",348,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000571591898957653,1,1,1,0.0625,97.3396747244385
"346",352,388,8,"a.cd2.aeb.1",470.18,0,5,"DG113at",1,2,3,2,2,2,1,0,0,10,80,NA,1,NA,NA,10,8,8,7,9,9,9,3,3,0,1,1,NA,4,1750,8,"Nothing else comes to mind thanks",388,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0467921615067589,3,1,1,0.0625,105.80669497613
"347",353,426,8,"9350.80.d.b",307.069,0,2,"Me8 8dg",1,3,3,2,2,3,2,4,200,6,40,2,NA,1,NA,9,8,8,8,7,7,9,5,5,0,0,1,NA,2,250,8,"N/A",426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.174353387144778,3,1,1,0.0625,82.5514184814155
"348",354,429,8,"934.e.3ee.0",313.777,0,5,"SG2 0EG",1,2,3,2,3,3,2,4,600,5,30,1,NA,NA,NA,9,9,9,9,10,10,10,4,3,0,0,1,NA,3,4500,10,"Fine as it is",429,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,3,1,1,0.0625,113.489948045001
"349",355,443,8,"935.b1.29.a",235.754,0,2,"WF10 1PE",1,4,3,3,2,5,1,0,200,7,50,1,NA,NA,NA,11,8,10,8,9,9,9,5,4,1,0,1,NA,3,2250,10,"Easy to navigate",443,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0224728558520586,3,3,3,0.5625,111.118000836488
"350",356,432,8,"91.61.f33.8",312.822,0,3,"SS5 5NU",1,3,3,3,3,3,2,4,100,9,70,2,NA,1,NA,11,8,11,8,11,11,11,3,3,0,0,1,NA,5,250,10,"none",432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.328504066972036,3,3,3,0.5625,58.1646898533747
"351",357,311,8,"97e.e09.a.4",1078.185,1,3,"L31 6DP",1,0,1,4,1,1,2,4,700,7,50,1,NA,NA,NA,11,4,9,6,8,9,9,3,3,1,1,1,NA,4,2750,9,"No improvements needed",311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0183491386681965,1,5,5,1.5625,95.9909023739546
"352",358,434,8,"9f.4b6.11.7",304.75,0,3,"NE22 5QA",1,5,5,2,5,4,2,4,200,4,20,2,NA,1,NA,11,11,11,11,11,11,11,5,5,1,1,1,NA,5,2750,10,"n/a",434,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.00729930248161161,5,1,1,0.0625,131.384104496574
"353",359,427,8,"90c.7a.6d.3",349.816,0,4,"PA37 1RR",1,1,0,2,0,1,1,0,0,3,10,NA,1,NA,NA,5,1,8,7,10,9,8,3,3,0,0,0,"I think we're already aware of the microplastics issue",5,3500,6,"there was a table with a confusing response scale described both as 'no threat' to 'severe threat' AND simultaneously 'disagree' to 'agree'",427,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,0,1,1,0.0625,88.6101475546478
"354",360,415,8,"0056.1.3e.5",411.625,0,1,"S3 8NE",1,3,2,2,1,4,1,0,300,2,5,1,NA,NA,NA,10,7,10,5,10,10,10,5,4,1,1,1,NA,5,1750,10,"n/a, survey was clear and informative",415,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,2,1,1,0.0625,105.467972326735
"355",361,440,8,"974.c4.3c.1",306.21,0,3,"cf3 5rj",1,1,2,2,0,3,1,0,500,6,40,1,NA,NA,NA,10,9,9,8,7,8,9,4,3,0,1,0,"Lack of trust in UK Gvmt esp with how they treat water and sewage",5,3500,10,"No concern with survey",440,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,2,1,1,0.0625,103.836039684861
"356",362,398,8,"c4.0da.35.7",521.367,0,5,"TN31 7NU",1,3,3,3,2,4,1,0,300,7,50,1,NA,NA,NA,11,11,10,10,10,10,10,3,3,0,0,0,"I have zero confidence in UK regulation, at least if the current government has a determining influence over it",5,250,9,"N/A",398,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.22314355131421,3,3,3,0.5625,74.821260399747
"357",363,431,8,"93ce.8d.c.b",379.251,0,4,"Ol13nj",1,4,3,2,4,4,1,0,500,5,30,1,NA,NA,NA,10,6,10,6,10,10,10,3,3,1,0,1,NA,4,2250,10,"N/a",431,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0134230203321407,3,1,1,0.0625,112.189359875286
"358",364,395,8,"de.7.f2b6.c",555.5,0,4,"S5 8NW",1,3,5,2,4,3,2,4,300,2,5,1,NA,NA,NA,11,7,11,8,8,9,11,4,5,0,1,1,NA,5,3500,9,"Not sure how to improve apart from keeping explanations simple and clear",395,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,5,1,1,0.0625,132.560319956539
"359",365,441,8,"9.7d.6822.9",329.42,0,2,"L4 0TH",1,-2,1,3,-2,-2,1,0,1000,10,80,2,NA,2,NA,5,4,4,4,6,6,8,3,3,1,0,0,"NOT SURE",2,2250,7,"WAS EASY TO UNDERSTAND",441,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0362030486639606,1,3,3,0.5625,91.4626443260939
"360",366,257,8,"9a.37.736.3",1344.973,1,2,"sy24 5jp",1,2,1,3,5,3,2,4,300,5,30,2,NA,1,NA,11,10,10,9,11,11,11,3,3,0,0,1,NA,2,750,8,"n/a",257,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0408219945202552,1,3,3,0.5625,90.628684428275
"361",367,399,8,"52.46e.79.1",562.778,0,1,"ub13et",2,4,3,3,-2,5,2,4,200,9,70,2,NA,1,NA,11,10,11,11,11,11,11,5,4,1,0,1,NA,5,2750,10,"More detail on the effects of microplatics",399,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0257841171557147,3,3,3,0.5625,110.48165095942
"362",368,419,8,"93.51.7b0.b",441.303,0,2,"eh53 0bp",1,2,2,2,1,1,2,4,0,1,1,NA,1,NA,NA,11,11,11,8,9,10,11,3,3,0,0,1,NA,5,1250,10,"Nothing to comment",419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000800320170769155,2,1,1,0.0625,105.858673767048
"363",369,435,8,"94.98a.72.6",400.903,0,2,"EX1 1GP",2,3,2,3,1,1,2,4,600,6,40,1,NA,NA,NA,11,8,8,4,9,10,11,5,3,1,1,1,NA,5,1750,8,"I think it was quite good. I just needed to get closer to the screen to read better. The punto would be bigger.",435,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,2,3,3,0.5625,102.304198466734
"364",370,430,8,"53.10.e6b.d",429.422,0,2,"HR6 9DB",1,3,4,2,3,5,2,4,200,10,80,2,NA,1,NA,9,7,9,7,10,10,10,5,4,1,1,0,"They don’t listen",5,2750,10,"N/a",430,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904
"365",371,411,8,"90d.39.67.c",508.675,0,4,"Ll40 2YN",1,2,1,2,1,2,1,0,0,8,60,NA,2,2,NA,7,6,9,7,10,10,10,4,5,0,0,1,NA,4,1750,10,"No comments",411,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0348872590004405,1,1,1,0.0625,91.0703323957395
"366",372,408,8,"9f.8bcf.5.8",516.377,0,3,"CB4 1GP",1,4,3,3,3,3,1,0,100,7,50,1,NA,NA,NA,5,9,7,9,6,7,5,4,3,1,1,1,NA,5,1250,5,"NO",408,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,3,3,3,0.5625,107.604692274344
"367",373,386,8,"97.4.2b22.e",658.223,0,3,"NN7 4AN",1,2,3,2,2,1,2,4,400,9,70,1,NA,NA,NA,10,9,10,9,7,10,11,4,4,0,0,1,NA,4,4500,9,"Shorter texts.",386,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,3,1,1,0.0625,111.754784617153
"368",374,446,8,"97c.ba.57.2",223.391,2,3,"ky13 0ug",1,3,5,2,5,5,2,4,0,9,70,NA,1,NA,NA,11,11,11,11,11,11,11,3,3,1,0,0,"I don't feel the government will do anything that isn't in their own interests",5,5000,10,"none",446,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0140989243795016,5,1,1,0.0625,130.024220386437
"369",375,436,8,"90c.e82.f.6",410.312,0,2,"OX26 6XR",1,1,2,2,1,3,2,4,400,3,10,1,NA,NA,NA,8,3,9,6,9,10,11,3,3,1,1,0,"Corporate greed is uninterested in the results.",5,3500,6,"Nothing to note.",436,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,2,1,1,0.0625,105.467972326735
"370",376,437,8,"90.d9a.f7.b",410.621,0,4,"Ca2 6bf",1,2,2,3,2,5,1,0,600,3,10,2,NA,4,NA,7,1,7,1,3,5,7,3,3,1,0,0,"Money talks and that is all these large companies are interested in",5,5000,10,"None required",437,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00200200267067308,2,3,3,0.5625,106.292370598203
"371",377,442,8,"97.4ec.f1.7",408.69,0,1,"SN13JH",1,4,2,1,1,5,2,4,200,2,5,1,NA,NA,NA,11,8,9,8,10,11,11,3,3,1,1,1,NA,3,2750,10,"More interactive",442,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00181983671698598,2,0,0,0,105.582726351656
"372",378,304,8,"914.f51.e.a",1272.437,0,4,"dn332by",1,4,1,2,1,4,2,4,500,1,1,1,NA,NA,NA,11,6,11,7,11,11,9,3,3,1,1,1,NA,4,2750,9,"No Comments",304,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000363702495371245,1,1,1,0.0625,97.3780857192247
"373",379,422,8,"c3.2.bc2f.2",500.108,0,3,"SY1 2DL",1,2,3,2,2,2,1,0,100,1,1,1,NA,NA,NA,11,10,10,8,9,10,10,4,3,0,0,1,NA,4,2250,10,"n/a",422,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000444543239150158,3,1,1,0.0625,114.699544281204
"374",380,424,8,"f24.d4.d7.3",504.034,0,4,"YO16 4DZ",1,-1,1,2,2,2,2,4,400,6,40,2,NA,2,NA,7,4,7,4,6,8,8,2,2,1,0,1,NA,4,2750,8,"No comment to add",424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0146522767868704,1,1,1,0.0625,94.7498665652503
"375",381,381,8,"8c2.93.70.a",764.324,0,3,"L23 0RB",1,3,2,2,2,2,1,0,700,1,1,1,NA,NA,NA,10,8,10,7,9,10,11,5,4,1,1,1,NA,5,3500,10,"n/a",381,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000285755109817069,2,1,1,0.0625,105.956290280325
"376",382,412,8,"ac.de.093.c",561.454,0,3,"S60 2UR",1,3,1,2,2,2,2,4,900,8,60,2,NA,1,NA,11,10,11,9,10,10,10,4,3,1,1,1,NA,3,2750,7,NA,412,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0220597180647322,1,1,1,0.0625,93.397001521703
"377",383,416,8,"97.e1.3fe.b",578.526,0,3,"E11 3DG",3,2,1,2,1,0,1,0,0,10,80,NA,1,NA,NA,10,6,10,6,6,6,6,3,3,0,1,1,NA,5,1750,10,"No comment.",416,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0467921615067589,1,1,1,0.0625,88.9298249041098
"378",384,421,8,"93.608.3e.5",564.416,0,4,"DN2 6DF",1,5,3,2,3,4,1,0,400,7,50,1,NA,NA,NA,11,9,11,9,10,11,11,3,3,1,0,1,NA,2,2750,10,"enjoyed the survey",421,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0183491386681965,3,1,1,0.0625,111.240526547324
"379",385,433,8,"acd.f5.dc.a",594.373,0,5,"TR16 6SA",1,2,4,2,4,4,1,0,400,4,20,1,NA,NA,NA,11,9,11,9,11,11,11,3,3,0,0,0,"Big business has a larger sway over the government",5,1750,9,NA,433,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,4,1,1,0.0625,121.47394038575
"380",386,265,8,"7.150.ff0.c",1547.254,1,3,"IP24 1NZ",1,2,2,2,2,2,2,4,400,8,60,2,NA,1,NA,10,9,8,8,9,10,10,4,4,1,0,0,"It may make them see that people are willing to pay a bit extra for detergents that don't contain microplastics",5,1750,10,"None",265,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0348872590004405,2,1,1,0.0625,99.4537239381962
"381",387,409,8,"9.7.e6e26.1",738.08,0,4,"Fy5 1RD",1,1,3,3,2,1,2,4,500,5,30,1,NA,NA,NA,11,9,8,7,9,10,10,5,3,0,0,1,NA,5,1750,9,"The yes or no question which asked if the respondent thought the survey would make a difference, could induce a biased answer of 'yes' (although I genuinely did answer yes myself).",409,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,3,3,3,0.5625,112.115756669515
"382",388,369,8,"91.4.be04.7",974.842,0,2,"SL1 3HE",2,4,3,1,3,5,1,0,400,3,10,1,NA,NA,NA,9,2,11,11,11,11,11,3,3,0,0,0,"Only government can force action to occur a survey seems to be something that can be very easily dismissed.",4,1750,10,"Perhaps include more information on what the likely negative health effects are for humans and animals as a result of microplastics in the environment. For example how will microplastics affect pregnant women and a growing baby?",369,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00573067470898498,3,0,0,0,113.591023881503
"383",389,413,8,"7.1.b0e14.7",758.487,0,2,"G74 1ES",1,3,4,1,4,4,1,0,700,5,30,2,NA,2,NA,11,11,10,10,10,11,11,3,3,1,0,1,NA,5,1750,10,"N/A",413,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.017291497110061,4,0,0,0,120.248910804551
"384",390,407,8,"acd.37.f2.8",809.163,0,2,"Bt57wj",2,1,1,3,2,1,2,4,0,4,20,NA,1,NA,NA,10,5,8,4,5,8,8,3,3,1,1,0,"It should but I think too many factors (ie profit and short term thinking) influence environmental policy",5,5000,10,"N/A",407,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00400802139753882,1,3,3,0.5625,97.3489726004755
"385",391,447,8,"97c0.9.0d.3",503.241,0,1,"TR7 1JU",1,5,3,2,3,4,1,0,0,3,10,NA,1,NA,NA,11,9,11,9,11,10,10,3,3,0,1,0,"I think greed trumps all. They're not interested in how the public feels on certain matters, only about how much money the people on top stand to gain/lose by implementing certain policies.",3,250,10,"I don't know how the survey could be improved. It was all very easy and clear for me.",447,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,3,1,1,0.0625,106.94074160514
"386",392,444,8,"7d.97.0fc.0",671.606,0,1,"DD108PS",1,2,3,3,3,3,2,4,0,9,70,NA,2,4,NA,11,10,9,9,10,10,10,3,3,1,0,1,NA,4,4500,9,"N/A",444,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0156778127192298,3,3,3,0.5625,112.426994491382
"387",393,127,7,"934.18.ff.1",2371.737,1,1,"CB1 3BU",2,3,4,2,4,4,2,4,400,8,60,1,NA,NA,NA,11,11,11,10,11,11,11,3,3,1,0,1,NA,5,2250,10,"N/A",127,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0270286723879193,4,1,1,0.0625,118.426440271276
"388",394,389,8,"93.4b.fff.4",1141.362,0,5,"NG10 5EN",1,1,3,4,2,3,1,0,400,2,5,1,NA,NA,NA,11,6,11,5,9,10,11,1,1,1,0,0,"Am unclear t what level a survey like this is listened to",3,1750,9,"I am left unclear whether it is the product itself that  is the major problem or the packaging used (eg the pods)  I use a liquid detergent, for example, and try to buy in refillable packages",389,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,3,5,5,1.5625,116.262576726706
"389",395,374,8,"1.017b.5a.f",1356.242,0,2,"IV2 4EB",1,2,0,2,1,1,1,0,100,7,50,2,NA,1,NA,9,6,8,6,6,8,4,4,2,0,1,1,NA,5,2250,10,"No thoughts on how to improve survey.",374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0224728558520586,0,1,1,0.0625,85.1298114342751
"390",396,279,8,"97dd3.3.e.8",1924.503,0,2,"BS37 4BJ",1,1,2,3,1,3,1,0,200,1,1,1,NA,NA,NA,10,6,7,6,7,6,6,3,3,0,0,1,NA,5,750,10,"Not sure of any improvements",279,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00133422301313661,2,3,3,0.5625,106.419211028091
"391",397,401,8,"9.f4.bee4.9",1367.47,0,2,"kt146hj",1,-2,-4,2,-4,-5,2,4,300,4,20,2,NA,3,NA,4,3,2,3,2,2,1,1,1,1,0,1,NA,4,1750,10,"I like  the survey ,  everything was fine",401,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0114943794257351,-4,1,1,0.0625,57.2032876165524
